Node,Party,Modularity Class,Degree,Left Percentage,Right Percentage,Middle Percentage,Neutral Percentage
1608,right,10,55,0.401033521832607,0.18800548361555783,1.7496560077991097e-10,0.4109609943768696
3039,right,7,533,0.006388545212292309,0.2318378673076136,0.6094244069923737,0.15234918048772048
1232,right,5,139,0.5760971225790437,0.24530787360861345,0.14880064061034243,0.029794363202000483
26,right,2,1117,0.9333882071587697,0.014190203335589098,0.026066448718145615,0.026355140787495634
2138,right,4,40,0.6669642109840871,0.3323821322061552,0.000648589395887494,5.067413870267265e-06
2639,right,1,194,0.9238690067422365,0.011312750060375446,0.007166258034447514,0.05765198516294053
1632,right,1,563,0.805263368454422,0.06689540083328928,0.029120186171097632,0.098721044541191
24601,right,4,1,0.0,1.0,0.0,0.0
14,right,4,2488,0.6701263946081911,0.14233252997187218,0.13934914821733585,0.0481919272026009
2431,right,2,37,0.13294656345833877,0.19311488933081367,0.2567578944655431,0.41718065274530447
17936,right,6,10,1.26660306021142e-07,0.999999873339694,0.0,0.0
323,right,6,722,0.872573615985921,0.09083640914308981,0.03657834713042953,1.1627740559714272e-05
7691,right,1,131,0.7139810406445637,0.2744272179847025,0.011591533301487425,2.0806924642301254e-07
112,right,1,4132,0.9004866912515481,0.07592212933076466,0.0007521140428906511,0.022839065374796536
825,right,8,96,0.8622115426760589,0.017894202764802702,0.01782492911024909,0.10206932544888929
10057,right,2,14,0.057978540931375014,0.4782570484502266,0.46376441061839835,0.0
1153,right,4,787,0.7170031762345013,0.28198602395537903,0.0003699913067924605,0.0006408085033272354
4366,right,2,125,0.06580003525897415,0.46709999149566656,5.4377593688499056e-11,0.4670999731909817
3419,right,4,267,0.818317842681686,0.10400595610434342,0.025892067135560554,0.051784134078410045
964,right,1,69,0.16665885688878623,0.4984981937147347,0.0026158021239158936,0.3322271472725632
63,right,1,440,0.8081863256449013,0.1121978985748219,0.0062715263280419585,0.07334424945223474
3024,right,4,283,0.8153673338009159,0.1737000824353588,0.00011096902337925367,0.010821614740346111
159,right,4,1138,0.813202220123749,0.08586059577563532,0.062065385209830126,0.03887179889078554
416,right,4,149,0.5588450413071064,0.4411549586926807,0.0,2.1285118840662456e-13
4877,right,0,33,0.04402595204248308,0.9555296220458916,0.0,0.0004444259116252994
8333,right,11,153,0.3134082983113966,0.6736673246098988,0.01292437399736755,3.0813370521664658e-09
1911,right,11,41,0.0010758564442427112,0.9987808224949303,4.3737983228700293e-10,0.00014332062344714206
1458,right,2,277,0.4464520796224699,0.32613617857827193,0.11694899636714313,0.110462745432115
86,right,7,237,0.4243899146122225,0.29372788274707856,0.14912625316288217,0.1327559494778168
2581,right,4,27,0.9993905435136227,0.00024378259889873532,0.0,0.0003656738874785519
3167,right,2,31,0.00033603053912571783,0.8608534864027676,0.06885080630685686,0.06995967675124981
1753,right,7,17,1.3970050601371535e-08,0.7617303225525766,0.23826966347737286,0.0
530,right,1,132,0.5395847971780121,0.46015437370698903,0.0002128010909905763,4.802802400829046e-05
433,right,0,1861,0.6571651743041592,0.3419874986327847,0.0004365260440534436,0.00041080101900257016
211,right,1,365,0.767426634330788,0.152507707963993,0.07316860232406165,0.006897055381157406
1887,right,4,144,0.5569408569708373,0.2214721550482378,2.7125452593852274e-05,0.2215598625283311
486,right,5,117,0.6677429394652323,0.0012460293865801631,0.0012962697853233357,0.3297147613628642
855,right,6,135,0.5375047650110554,0.2875066109725755,0.17498862399569448,2.0674595213555472e-11
1900,right,1,174,0.5283723395829489,0.4410943930701096,0.0004294082854411164,0.030103859061500392
5574,right,1,151,0.9993890599227546,1.8562579132331154e-05,7.222354280822994e-07,0.0005916552626850196
2008,right,0,795,0.9914061740887348,0.003957164656858658,0.002076276452981458,0.00256038480142512
11618,right,9,35,0.6687618585877915,0.09464011365297491,0.14195881665610827,0.09463921110312537
1897,right,4,58,0.5666700806626794,0.2291878196603908,0.10197166225342254,0.10217043742350718
43,right,1,1951,0.9152735466757546,0.041188395846626605,0.013933314706656975,0.0296047427709619
1189,right,5,693,0.7264974904686721,0.18441282508894616,0.02832686293427419,0.060762821508107585
1797,right,2,138,0.7241923476718855,0.08916197799409405,0.07461372966402638,0.11203194466999412
928,right,1,92,0.999825832921025,0.00014665656465521736,1.301878377153292e-08,2.7497495536031582e-05
4090,right,4,18,0.9999990540607496,9.459392503572697e-07,0.0,0.0
6635,right,8,85,0.9752454863664979,0.0240050231122932,6.861162400063817e-08,0.0007494219095848936
24196,right,0,3,0.0,0.9980544747081712,0.0019455252918287938,0.0
13120,right,12,177,0.24074533571620066,0.44610669984673706,0.245558785390702,0.0675891790463603
887,right,6,1436,0.7020600653072547,0.15904920822660976,0.0005146155098997518,0.13837611095623575
241,right,4,862,0.5803275803608258,0.2795703951657787,0.0030530748756634678,0.1370489495977321
21032,right,14,3,0.0,1.0,0.0,0.0
9332,right,8,570,0.20122189909771085,0.798532496093288,0.00012541927092732985,0.00012018553807376145
2329,right,7,492,0.10687089921611857,0.3425182780315876,0.4310831853618521,0.11952763739044174
1067,right,5,127,0.2647518152629807,0.6628220054123343,0.00028683577283087345,0.07213934355185414
90,right,2,335,0.5089894741461609,0.2776441490561971,0.09485953209233222,0.11850684470530976
20033,right,4,10,0.9072563328566854,0.06526406218514083,0.027479604958173816,0.0
5403,right,1,6,1.791018615462181e-12,0.999999999998209,0.0,0.0
2230,right,1,167,0.9135414165272912,0.00026795675910114004,0.019152435954275068,0.06703819075933265
243,right,2,87,0.9684573545643573,0.008196083642380437,0.00778218726442072,0.015564374528841494
