Node,Party,Modularity Class,Degree,Left Percentage,Right Percentage,Middle Percentage,Neutral Percentage
1817,left,12,4,0.25,0.5,0.25,0.0
28,middle,0,275,0.8138686131386861,0.072992700729927,0.06934306569343066,0.043795620437956206
3629,left,0,18,1.0,0.0,0.0,0.0
3253,left,12,4,0.25,0.5,0.0,0.25
4576,right,12,3,1.0,0.0,0.0,0.0
4522,right,12,5,0.6,0.4,0.0,0.0
5488,left,1,4,0.25,0.25,0.25,0.25
805,left,1,16,0.875,0.0,0.0,0.125
225,neutral,1,49,0.7551020408163265,0.12244897959183673,0.04081632653061224,0.08163265306122448
2432,left,12,2,0.0,1.0,0.0,0.0
36,left,1,1,1.0,0.0,0.0,0.0
159,left,1,20,0.95,0.05,0.0,0.0
5489,left,5,1,1.0,0.0,0.0,0.0
5181,left,5,58,0.8448275862068966,0.05172413793103448,0.034482758620689655,0.06896551724137931
4860,middle,17,3,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
5490,neutral,17,1,0.0,0.0,1.0,0.0
4045,left,17,1,0.0,0.0,1.0,0.0
3155,left,3,3,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
974,left,2,1,1.0,0.0,0.0,0.0
788,left,2,15,0.8666666666666667,0.0,0.06666666666666667,0.06666666666666667
5491,left,1,2,0.5,0.0,0.0,0.5
292,left,4,8,0.625,0.25,0.125,0.0
2289,left,4,14,0.8571428571428571,0.14285714285714285,0.0,0.0
743,right,1,22,0.9047619047619048,0.09523809523809523,0.0,0.0
188,right,3,3,0.6666666666666666,0.0,0.0,0.3333333333333333
2109,left,9,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
1890,left,1,3,0.6666666666666666,0.0,0.0,0.3333333333333333
1120,left,1,2,1.0,0.0,0.0,0.0
2400,right,6,1,0.0,1.0,0.0,0.0
5458,right,6,28,0.0,0.9285714285714286,0.03571428571428571,0.03571428571428571
1732,left,14,1,1.0,0.0,0.0,0.0
250,left,14,5,1.0,0.0,0.0,0.0
5492,neutral,0,1,0.0,0.0,1.0,0.0
3130,right,6,2,0.0,1.0,0.0,0.0
2252,left,0,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
1888,left,5,9,0.5555555555555556,0.2222222222222222,0.1111111111111111,0.1111111111111111
454,left,4,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
1636,left,4,9,0.8888888888888888,0.1111111111111111,0.0,0.0
855,left,9,2,0.0,0.5,0.5,0.0
813,right,9,24,0.875,0.041666666666666664,0.08333333333333333,0.0
