Node,Party,Modularity Class,Degree,Left Percentage,Right Percentage,Middle Percentage,Neutral Percentage
5916,middle,3,1,1.0,0.0,0.0,0.0
389,left,3,3,0.6666666666666666,0.0,0.3333333333333333,0.0
5835,neutral,0,1,1.0,0.0,0.0,0.0
112,left,0,116,0.8608695652173913,0.05217391304347826,0.02608695652173913,0.06086956521739131
2683,left,6,5,0.4,0.4,0.2,0.0
43,left,10,10,0.9,0.1,0.0,0.0
3135,left,13,14,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.0
9936,right,13,2,1.0,0.0,0.0,0.0
18545,left,7,1,1.0,0.0,0.0,0.0
2536,left,7,102,0.9607843137254902,0.0196078431372549,0.0,0.0196078431372549
1819,left,6,3,0.3333333333333333,0.6666666666666666,0.0,0.0
17640,right,6,2,0.5,0.5,0.0,0.0
1574,left,6,2,1.0,0.0,0.0,0.0
2448,right,1,2,0.0,1.0,0.0,0.0
4556,right,1,18,0.0,0.9444444444444444,0.0,0.05555555555555555
7631,right,13,1,1.0,0.0,0.0,0.0
18546,right,13,1,1.0,0.0,0.0,0.0
3025,left,7,1,1.0,0.0,0.0,0.0
1359,left,4,4,1.0,0.0,0.0,0.0
2334,right,14,2,0.0,1.0,0.0,0.0
887,middle,10,9,0.8888888888888888,0.0,0.0,0.1111111111111111
19,right,6,7,1.0,0.0,0.0,0.0
1925,right,6,24,0.8333333333333334,0.125,0.041666666666666664,0.0
2758,right,0,1,1.0,0.0,0.0,0.0
292,left,3,7,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.0
28,middle,3,58,0.6896551724137931,0.22413793103448276,0.034482758620689655,0.05172413793103448
3961,right,3,30,0.6,0.26666666666666666,0.06666666666666667,0.06666666666666667
1002,left,3,11,0.8181818181818182,0.09090909090909091,0.09090909090909091,0.0
2748,left,38,1,0.0,0.0,0.0,1.0
13701,neutral,38,1,1.0,0.0,0.0,0.0
1736,left,7,1,1.0,0.0,0.0,0.0
8630,left,7,1,1.0,0.0,0.0,0.0
2230,left,0,2,1.0,0.0,0.0,0.0
8163,left,13,2,0.5,0.5,0.0,0.0
1193,left,15,1,1.0,0.0,0.0,0.0
269,left,15,17,0.75,0.0625,0.125,0.0625
4439,middle,72,0,0.0,0.0,0.0,0.0
191,left,7,1,1.0,0.0,0.0,0.0
866,middle,11,2,0.0,0.5,0.5,0.0
450,right,11,3,0.0,0.0,1.0,0.0
3306,right,15,2,1.0,0.0,0.0,0.0
1357,left,15,18,0.7777777777777778,0.1111111111111111,0.0,0.1111111111111111
3226,left,7,1,1.0,0.0,0.0,0.0
5177,left,9,17,0.9411764705882353,0.058823529411764705,0.0,0.0
8859,left,17,2,1.0,0.0,0.0,0.0
1454,left,17,9,1.0,0.0,0.0,0.0
1485,left,15,1,1.0,0.0,0.0,0.0
1134,left,15,4,0.75,0.25,0.0,0.0
8533,left,7,1,1.0,0.0,0.0,0.0
