Node,Party,Modularity Class,Degree,Left Percentage,Right Percentage,Middle Percentage,Neutral Percentage
23514,left,13,3,0.6666666666666666,0.3333333333333333,0.0,0.0
2424,left,13,4,0.75,0.25,0.0,0.0
188,right,13,12,0.75,0.25,0.0,0.0
1817,left,10,37,0.8108108108108109,0.10810810810810811,0.02702702702702703,0.05405405405405406
774,left,10,1,1.0,0.0,0.0,0.0
54,left,1,107,0.822429906542056,0.06542056074766354,0.04672897196261682,0.06542056074766354
16490,left,1,151,0.8344370860927153,0.08609271523178808,0.006622516556291391,0.0728476821192053
433,left,0,60,0.23333333333333334,0.7333333333333333,0.0,0.03333333333333333
23516,left,3,1,1.0,0.0,0.0,0.0
1316,left,3,134,0.9402985074626866,0.022388059701492536,0.0,0.03731343283582089
3077,middle,17,3,0.0,1.0,0.0,0.0
1367,right,0,27,0.1111111111111111,0.6666666666666666,0.18518518518518517,0.037037037037037035
205,left,6,2,1.0,0.0,0.0,0.0
5697,left,6,3,1.0,0.0,0.0,0.0
18557,left,6,23,0.8636363636363636,0.09090909090909091,0.0,0.045454545454545456
899,right,17,11,0.09090909090909091,0.8181818181818182,0.09090909090909091,0.0
11328,right,15,4,0.0,0.75,0.25,0.0
4556,right,0,46,0.0,0.9565217391304348,0.043478260869565216,0.0
1266,right,0,28,0.0,0.9285714285714286,0.0,0.07142857142857142
2334,right,0,49,0.061224489795918366,0.8979591836734694,0.0,0.04081632653061224
5490,neutral,0,1,0.0,1.0,0.0,0.0
7371,left,14,1,1.0,0.0,0.0,0.0
14345,left,14,6,1.0,0.0,0.0,0.0
19476,right,0,3,0.6666666666666666,0.3333333333333333,0.0,0.0
1245,right,0,8,0.0,0.875,0.125,0.0
964,left,13,3,0.6666666666666666,0.3333333333333333,0.0,0.0
323,right,14,66,0.8333333333333334,0.13636363636363635,0.0,0.030303030303030304
3213,left,36,1,0.0,1.0,0.0,0.0
21952,right,36,1,1.0,0.0,0.0,0.0
971,left,13,3,1.0,0.0,0.0,0.0
1993,left,8,27,0.5,0.19230769230769232,0.0,0.3076923076923077
2289,left,6,24,0.8260869565217391,0.17391304347826086,0.0,0.0
1064,left,6,4,0.75,0.25,0.0,0.0
1748,right,6,2,1.0,0.0,0.0,0.0
698,left,1,15,0.9333333333333333,0.0,0.0,0.06666666666666667
1155,left,6,20,0.9,0.0,0.05,0.05
1793,left,11,4,0.5,0.5,0.0,0.0
274,left,3,8,1.0,0.0,0.0,0.0
1314,left,6,4,0.75,0.25,0.0,0.0
23517,neutral,11,2,0.0,0.0,0.0,1.0
16951,neutral,11,6,0.6666666666666666,0.0,0.0,0.3333333333333333
2266,left,7,10,0.8,0.1,0.0,0.1
953,left,13,39,0.7435897435897436,0.05128205128205128,0.05128205128205128,0.15384615384615385
23518,neutral,1,1,1.0,0.0,0.0,0.0
649,left,1,61,0.8524590163934426,0.04918032786885246,0.03278688524590164,0.06557377049180328
16485,right,0,1,0.0,1.0,0.0,0.0
10716,right,0,1,0.0,1.0,0.0,0.0
2038,right,0,49,0.061224489795918366,0.7959183673469388,0.061224489795918366,0.08163265306122448
1815,right,0,4,0.0,1.0,0.0,0.0
68,left,5,8,0.75,0.125,0.0,0.125
740,left,12,3,1.0,0.0,0.0,0.0
161,left,3,5,1.0,0.0,0.0,0.0
