Node,Party,Modularity Class,Degree,Left Percentage,Right Percentage,Middle Percentage,Neutral Percentage
2266,left,3,2,0.5,0.5,0.0,0.0
4399,left,3,11,1.0,0.0,0.0,0.0
580,right,3,48,0.8541666666666666,0.10416666666666667,0.020833333333333332,0.020833333333333332
1578,left,5,2,1.0,0.0,0.0,0.0
259,left,5,36,0.8888888888888888,0.0,0.0,0.1111111111111111
5147,right,0,3,0.3333333333333333,0.6666666666666666,0.0,0.0
9168,left,0,1,0.0,1.0,0.0,0.0
2083,left,8,1,1.0,0.0,0.0,0.0
9491,left,8,45,1.0,0.0,0.0,0.0
3264,right,11,2,0.0,1.0,0.0,0.0
2038,right,0,9,0.0,1.0,0.0,0.0
5826,left,2,3,1.0,0.0,0.0,0.0
112,left,2,290,0.8823529411764706,0.07612456747404844,0.01384083044982699,0.02768166089965398
4747,right,0,23,0.08695652173913043,0.8260869565217391,0.043478260869565216,0.043478260869565216
269,left,13,9,0.5555555555555556,0.2222222222222222,0.1111111111111111,0.1111111111111111
7710,right,13,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
2962,right,0,5,0.0,0.8,0.2,0.0
196,left,1,3,1.0,0.0,0.0,0.0
749,left,1,8,0.875,0.125,0.0,0.0
11329,left,7,1,1.0,0.0,0.0,0.0
1357,left,7,134,0.7164179104477612,0.06716417910447761,0.029850746268656716,0.1865671641791045
8420,right,11,6,0.0,0.8333333333333334,0.16666666666666666,0.0
9976,left,7,1,1.0,0.0,0.0,0.0
1359,left,5,4,1.0,0.0,0.0,0.0
5023,left,5,135,0.8814814814814815,0.022222222222222223,0.022222222222222223,0.07407407407407407
18540,left,3,2,1.0,0.0,0.0,0.0
806,left,3,5,1.0,0.0,0.0,0.0
2008,left,3,14,0.9285714285714286,0.07142857142857142,0.0,0.0
9526,right,0,2,0.0,1.0,0.0,0.0
17566,right,0,16,0.0,0.9375,0.0625,0.0
1413,left,3,2,0.5,0.5,0.0,0.0
172,left,30,1,1.0,0.0,0.0,0.0
6094,left,30,1,1.0,0.0,0.0,0.0
2466,left,3,9,1.0,0.0,0.0,0.0
2289,left,3,46,0.8666666666666667,0.044444444444444446,0.0,0.08888888888888889
3147,right,16,1,1.0,0.0,0.0,0.0
5034,left,16,2,0.5,0.5,0.0,0.0
1808,left,6,6,1.0,0.0,0.0,0.0
8337,left,6,5,0.8,0.0,0.0,0.2
4627,left,2,1,1.0,0.0,0.0,0.0
1561,left,6,1,1.0,0.0,0.0,0.0
4378,right,3,2,0.5,0.5,0.0,0.0
6388,left,3,1,0.0,1.0,0.0,0.0
1925,right,3,22,0.8636363636363636,0.09090909090909091,0.0,0.045454545454545456
21524,left,7,1,1.0,0.0,0.0,0.0
2649,left,2,1,1.0,0.0,0.0,0.0
21632,left,6,2,1.0,0.0,0.0,0.0
7058,left,6,1,1.0,0.0,0.0,0.0
8768,right,11,1,0.0,1.0,0.0,0.0
19969,right,11,23,0.0,0.9565217391304348,0.043478260869565216,0.0
1424,right,0,1,0.0,0.0,1.0,0.0
13946,middle,0,8,0.0,1.0,0.0,0.0
3355,left,3,3,0.6666666666666666,0.3333333333333333,0.0,0.0
1316,left,1,99,0.9494949494949495,0.030303030303030304,0.010101010101010102,0.010101010101010102
3920,left,6,3,1.0,0.0,0.0,0.0
22243,right,2,1,1.0,0.0,0.0,0.0
1702,left,3,2,1.0,0.0,0.0,0.0
1980,left,8,1,1.0,0.0,0.0,0.0
9986,left,5,1,1.0,0.0,0.0,0.0
2210,left,10,2,1.0,0.0,0.0,0.0
10685,left,5,1,1.0,0.0,0.0,0.0
15654,right,2,1,1.0,0.0,0.0,0.0
21638,left,55,0,0.0,0.0,0.0,0.0
13660,right,0,2,0.5,0.5,0.0,0.0
9216,right,0,9,0.0,1.0,0.0,0.0
250,left,0,10,0.1,0.9,0.0,0.0
2260,neutral,8,3,0.6666666666666666,0.0,0.3333333333333333,0.0
539,neutral,3,2,0.5,0.0,0.0,0.5
225,neutral,3,32,0.65625,0.1875,0.09375,0.0625
420,left,3,5,0.8,0.0,0.0,0.2
20668,middle,2,1,1.0,0.0,0.0,0.0
9462,left,7,1,1.0,0.0,0.0,0.0
22244,right,0,2,0.0,1.0,0.0,0.0
1094,left,2,1,0.0,1.0,0.0,0.0
17,right,2,72,0.8333333333333334,0.09722222222222222,0.0,0.06944444444444445
10974,right,0,6,0.0,0.8333333333333334,0.16666666666666666,0.0
9355,right,0,5,0.2,0.8,0.0,0.0
22245,middle,3,1,1.0,0.0,0.0,0.0
1388,left,3,2,0.5,0.0,0.5,0.0
18945,right,0,4,0.0,1.0,0.0,0.0
