4537,3481,11131,2962,10493,9685,1927,14695,16774,17572,2086,6537,1647,3515,3364,613,4,1562,3652,3903,17582,1266,14619,2412,16693,5500,4556,6065,15826,2105,4285,2037,11951,1970,10579,15965,5513,3504,3521,13538,1207,9246,1750,2479,5670,8544,2815,11305,17602,2006,475,335,5264,910,260,5875,3028,1274,4445,9375,1285,7386,3006,4615,3239,1367,2821,17640,13392,12443,7989,5147,17645,6624,873,16160,8185,3149,5602,3658,4277,2876,3982,1872,10263,7552,9377,1514,6804,10043,1898,2641,6781,6569,17693,5559,17695,5377,12492,3475,7182,1261,6630,12928,8091,8635,17696,4592,1601,15755,11457,13315,8875,17428,12825,2892,7231,4723,9159,7875,5012,8416,9166,2345,9511,11374,16227,6390,16345,4693,7705,2416,3119,8788,11334,2389,17013,17702,6167,17704,2366,12373,17705,1998,17708,16460,1188,17709,2331,16352,4346,2074,17711,14942,1265,1267,2684,1269,1270,5579,1321,3187,10826,6674,3672,17718,15155,5540,17719,3352,11639,16068,16413,11099,9509,10575,16392,4692,2448
423,1357,171,26,1757,2102,974,259,7691,6094,1737,932,4045,13196,3258,1338,11495,8467,54,2070,1413,168,5493,11397,13790,1312,1311,787,12657,431,8928,1839,3291,388,3986,3596,9354,17579,2891,4533,1431,2186,6826,17583,357,356,923,2508,2960,2097,3964,2635,17587,2633,733,2689,1201,518,1732,1614,501,420,164,7986,1330,2799,457,3839,4265,609,17596,9284,1350,1024,1305,17598,939,11508,9383,5546,9836,16453,953,3090,244,4164,12709,104,3620,1255,2137,17156,3459,5560,13825,2014,89,5397,1826,859,921,588,17620,8432,403,1625,7595,4589,8406,17629,3440,5301,17638,34,1833,3089,1184,10527,2363,1597,3386,1389,7702,5519,3838,80,1797,3438,6533,7609,235,17566,17700,1589,650
622,17571,301,10988,11032,1992,6049,3135,2529,5939,695,14321,3995,4121,269,771,4787,10873,17584,5486,2548,612,2369,202,3422,1124,3137,1092,486,516,291,2736,3606,2243,2836,928,4753,10502,1408,4570,143,1586,1473,3066,3759,12879,2439,1960,842,2432,632,422,3210,11349,8132,2905,17614,2216,193,3351,15421,876,804,3962,3536,15498,1621,13117,315,295,46,1520,2196,5375,1950,1469,16369,7751,178,1552,573,15061,2391,5139,14904,2475,17637,13352,940,17642,958,8685,839,5768,17652,9449,17656,429,13037,5792,955,2263,11836,1486,2138,6314,1653,1333,2880,17434,3603,10404,1476,4804,2757,1370,453,1485,5980,16313,1191,838,2955,6252,214,17701,10904,17707,17710,2068,679,12535
1862,6098,788,3426,112,1111,1029,1706,7665,6372,7035,3471,3398,2649,17564,1565,2581,3654,7367,521,8083,1650,1747,1507,1481,1149,120,3849,14809,3638,17192,1362,8661,11238,10855,619,3254,3434,17617,7516,14539,9787,2937,96,2716,3749,2615,95,8020,2141,6989,12919,2753,11359,15982,806,2710,17623,10747,4643,5331,5136,6035,402,17081,5823,2397,1887,39,2235,4278,5438,13104,985,16491,257,4779,2631,11524,9115,401,4067,74,1313,2945,7590,1721,5319,5698,2026,17667,979,17669,3110,10872,1128,1734,9761,4880,1482,6067,16445,17692,1674,673,5714,920,5183,13189,12289,276,11020,10638,1759,8659,4212,10337,9616,3731,17721
17568,6443,12822,3957,2289,5227,84,1783,6791,5000,2712,17574,63,100,3919,2072,772,334,2198,1889,2889,274,1007,9409,5374,1271,1272,1907,241,2462,1707,1439,911,266,667,60,3822,11594,8404,671,2650,2810,851,611,2339,10373,1949,7763,5712,16892,2620,12134,969,8556,3309,1561,751,139,105,565,934,1884,8711,9173,186,1172,942,1284,286,3675,17027,2396,4609,231,2604,3284,6884,698,1256,2831,4720,9376,9100,9005,6200,58,3697,279,6503,4052,3101,1423,15808,17687,530,13427,1811,1307,4360,1464,242,10763,9261,1304,7895
558,1323,8462,993,4624,8027,17575,1026,2872,2958,90,2966,5828,1259,14307,4229,1401,141,142,624,1213,515,1002,2868,2478,1263,2184,3181,12473,10129,2111,4679,64,2046,10699,3916,13198,198,3661,1981,17621,2830,15943,3739,9094,3016,6960,6194,6587,6512,2402,1328,1160,4920,1125,17630,4452,1886,2270,1287,4290,16732,138,4105,3715,6020,1070,9101,1375,10366,1733,1235,4862,3611,8452,17665,3888,1518,1491,8311,5004,17670,12834,3817,4094,1432,10555,1755,9929,8526,6505,805,5616,3331,1874,11270,2738,2658,1808,2123,1425,7220,7389,17716,3616
3795,2538,481,820,9969,24,9491,3419,986,1169,5008,3733,982,5911,7946,2372,17613,852,471,1778,1339,206,2344,1066,130,2591,8162,6572,364,1200,3645,17632,10716,847,204,6668,14165,11107,2073,5813,3880,1442,3436,7613,3420,3189,1798,5630,9564,815,5720,2571,1910,1594,70,3598,2266,861,17675,15819,2974,47,17680,7228,17681,3344,13685,909,3538,1924,12305,3226,6000,8412,1509,1825,1154,3391,3270,5426,10416,11732,3625,4612,9349,6924,13187,17706,1539,11431,902,17715,4886,3219,984
28,323,3162,5652,2330,1668,2998,243,6754,283,17555,2279,292,56,862,131,3961,3036,9226,855,4399,633,17243,73,1018,3837,299,4271,3253,2812,13714,97,17593,683,813,511,5088,5933,2747,2398,652,11118,2919,6018,540,14020,236,4087,17616,490,17625,17626,6952,1667,5705,1448,177,1497,2587,2171,15677,1016,2921,221,1838,8819,537,408,1100,10546,13634,3104,455,2850,752,6704,13106,990,17658,5748,2078,707,17666,6817,4395,3417,17683,7307,2237,4240,5058,4183,3052,944
10753,1316,580,1062,4186,5674,1376,1736,743,196,964,7126,17401,11056,119,211,5708,833,17578,17268,4463,13120,14951,8985,17211,998,17589,16240,7892,16593,10010,16592,16013,887,11769,175,16293,3228,14,3478,9175,17599,16149,2873,203,16088,263,2450,1012,2256,6897,2287,14039,6215,16316,2471,16054,4659,9062,3213,16725,4603,1064,8859,1943,2022,1855,2843,16198,999,16214,294,17644,17646,13907,2436,16204,3328,17154,2179,7714,2791,15299,16350,17694,16362,4673,6843,5431,9408
43,584,11044,943,5601,649,188,154,5485,437,2536,436,415,77,748,2681,17399,1384,2931,8896,2589,2195,9171,648,968,5761,72,1110,2144,2457,107,6981,16151,4140,3157,13992,17387,1467,2454,1847,413,3209,3781,3236,4424,595,4095,497,1728,1831,1378,9346,623,886,2542,4586,3015,5977,807,2767,17636,1404,3756,147,7828,3540,2682,1170,3846,3402,325,55,17674,3040,151,8312,3926,3687,5837,6299,3161,1641,3720,5893,10456,16930,17064,1143,1295
224,258,783,616,9863,71,288,1412,905,1155,3196,870,749,35,145,2925,6146,583,1681,4122,1053,109,17382,720,226,1450,15452,3139,1899,17591,528,1368,225,15489,6144,626,17594,480,16773,672,3170,137,4816,68,4948,4021,4225,310,4354,8633,7564,5800,158,3359,16888,519,12603,2493,5015,17619,10787,1599,1533,6677,5430,605,8560,11034,2780,1337,8004,217,3840,4475,2916,17654,16808,155,2969,7787,10517,11621,11997,1466
747,1254,16553,433,597,3298,195,3490,1245,2628,1876,1538,114,182,1278,3106,4860,32,3941,2168,4747,2343,5207,262,6163,1620,542,10874,16312,2181,17597,6662,3340,7861,758,99,1225,371,2033,393,2934,5020,891,20,4234,1232,3317,687,6724,5022,82,1173,16455,3775,4557,13271,3967,7638,924,757,13667,1676,17647,643,479,3761,1187,17668,10486,3993,1140,507,17682,13320,4028,2513,1303
15528,255,3893,172,1788,7153,1830,1134,17461,1900,2403,2803,11003,17325,3203,17580,3482,2317,6325,4970,5929,5684,3033,4627,17329,527,115,15675,1718,4249,14606,2292,4029,50,1182,1609,5339,94,5056,347,1519,3215,3268,407,617,238,9963,3615,3728,10613,7791,9723,505,3323,3148,17661,170,5141,17673,12078,5080,9012,661,17688,9942,17689,3794,4392,6975,16501
412,2813,883,17525,2008,267,927,1094,5188,3247,2109,13701,4054,2079,15957,1458,2385,15499,2230,3446,2434,1671,167,1570,4883,1,11741,941,8742,1410,5574,391,2911,1771,4408,389,1555,13905,2151,2863,837,6172,416,163,6623,7919,27,3527,3545,3696,1239,4338,13421,3046,4092,10997,5835,725,9859
9208,159,3896,2075,2698,116,1189,532,17595,1925,2013,7688,17374,666,598,383,2170,17604,3103,228,5856,2415,216,2009,2909,76,165,11881,3083,1179,4401,17655,1751,5621,2305,1288,971,3024,296,1454,5270,6895,12011,3978,13080,189,17551,2482,1742,16490,6615,7947,2455,2254,7149,1741,7932
15938,2406,2466,17576,4479,4812,5958,4449,1141,3126,17581,5523,1162,2007,7669,6224,6275,4581,17429,4348,15310,8591,1118,15302,9980,4364,17603,483,17615,816,1214,16263,7605,2884,10723,8291,6147,3777,10859,9195,6889,233,17664,16933,8645,12444,669,2719,9540,4244,3356,4873,832,11989,17720
1603,7795,2680,9940,153,1915,1768,57,592,601,801,6937,4548,4580,4080,2384,654,2250,1347,825,12154,590,17618,15639,1418,1242,5711,1645,3506,1617,2725,17628,3537,117,1712,5915,3770,15695,123,2340,17375,5502,3455,1896,4877,2741,4152,17698,17699,5923
210,3146,5877,1388,1951,8016,3144,1632,2356,9248,4351,1462,16771,8145,3310,4393,4875,3870,1608,2504,2480,756,2573,8644,10710,17686,1823,2260,222,6107,2915,5031,3688,16317,16047,3354,3599,13145,2146,6385,4368,11576,2893,307,17558,13252,5454,6719,4447
4419,841,937,220,16916,8589,2819,3922,17586,9333,4924,14491,4306,7988,1956,2694,13775,2308,5764,17653,17657,795,1049,1419,525,7197,8891,4467,3134,5671,4280,4893,6270,7391,5208,17685,6906,9906,5843,11353,1987,9578,1387,5282,4292
17573,12828,418,4802,12069,6398,1587,10313,621,16422,17650,386,12685,12575,9834,11207
5171,2085,2882,4091,86,1600,737,2600,8405,384,1114,2414
1911,781,11322,3463,8911,2950,4113,16112
1850,14646,1067,3231,10282,17648,8958,4785
5019,5057,7178,3641
17634,17635,17651,13718
9206,4505,3056,1086
926,7666,17659
6091,343,3264
5230,8916,17592
6044,1487,14996
11967,7872,8164
8842,48,15746
13155,10073,1996
16630,2898
1722,9541
1807,8419
1479,8007
12835,6899
17588,6103
9443,10520
2107,15628
1088,16915
5027,3068
4989,5868
631,4493
17605,17385
9435,10702
381,8315
5709,410
5639,7843
12495,4515
7161,6810
17624,1649
15817,2377
3178,4508
7416,9822
15123,3080
8761,3313
17631,4882
10266,9168
7216,12467
1945,1989
5235,17641
2121,9857
15237,208
8929,5719
17649,4547
183,17703
5874,2327
7055,8148
17671,17672
520,298
17517,10139
17684,2796
17690,5655
17691,250
15587,1470
205,5697
3122,2608
1522,2249
17712,14704
17714,5189
858,17717
2023,12568
15702
3088
10097
9679
7825
17639
181
14051
11406
2291
17676
17678
45
11786
9846
4874
